-00:00:01.5560000		Yoo Rose casts Ruin III on Ramuh
00:01:07.2200000		Dengue Fever Medica II Run Escape 9805
00:01:07.2200000		Run Escape gains Medica II from Dengue Fever
00:01:07.2650000		Yujin Ahn Attack Ramuh 4099
00:01:07.2650000		Yoo Rose gains Surge Protection from 
00:01:07.3530000		Ramuh prepares Unknown_4Bc9 on Minju Rose 24646
00:01:07.3980000		Dengue Fever prepares Afflatus Rapture on Dengue Fever +15281
00:01:07.3980000		Dengue Fever prepares Afflatus Rapture on Minju Rose +15161
00:01:07.3980000		Dengue Fever prepares Afflatus Rapture on Blue Fever +15398
00:01:07.3980000		Dengue Fever prepares Afflatus Rapture on Aihyooni Yoomi +15057
00:01:07.3980000		Dengue Fever prepares Afflatus Rapture on Yoo Rose +14984
00:01:07.3980000		Dengue Fever prepares Afflatus Rapture on Yujin Ahn +14945
00:01:07.3980000		Dengue Fever prepares Afflatus Rapture on Run Escape +15106
00:01:07.5310000		Eos gains Summon Order IV from Eos
00:01:07.5760000		Eos prepares Fey Blessing on Aihyooni Yoomi +9881
00:01:07.5760000		Eos prepares Fey Blessing on Yoo Rose +15670 (CRITICAL)
00:01:07.5760000		Eos prepares Fey Blessing on Yujin Ahn +15594 (CRITICAL)
00:01:07.5760000		Eos prepares Fey Blessing on Dengue Fever +15870 (CRITICAL)
00:01:07.5760000		Eos prepares Fey Blessing on Minju Rose +9973
00:01:07.5760000		Eos prepares Fey Blessing on Run Escape +9912
00:01:07.5760000		Eos prepares Fey Blessing on Blue Fever +10161
00:01:07.6660000		Blue Fever prepares Empyreal Arrow on Ramuh 16927 (CRITICAL)
00:01:07.8900000		Ifrit-Egi Burning Strike Ramuh 4218
00:01:07.8900000		Minju Rose prepares Riot Blade on Ramuh 9905
00:01:07.8900000		Yoo Rose prepares Brand Of Purgatory on Ramuh 36512 (CRITICAL)
00:01:07.8900000		The limit break guage has been updated to 3910. 3 bars are available.
00:01:07.9340000		Run Escape Ruin IV Ramuh 30703
00:01:07.9340000		Demi-Phoenix prepares Scarlet Flame on Ramuh 7225
00:01:07.9780000		Dengue Fever Afflatus Rapture Dengue Fever 15281
00:01:08.0230000		Run Escape prepares Tri-Disaster on Ramuh 32573 (CRITICAL)
00:01:08.0230000		Ramuh gains Bio III from Run Escape
00:01:08.0230000		Ramuh gains Miasma III from Run Escape
00:01:08.1130000		Dengue Fever Afflatus Rapture Minju Rose 15161
00:01:08.1580000		Ramuh Unknown_4Bc9 Minju Rose 24646
00:01:08.1580000		Yujin Ahn prepares Thrill Of Battle on Yujin Ahn 
00:01:08.2470000		Eos Fey Blessing Aihyooni Yoomi 9881
00:01:08.2470000		Dengue Fever Afflatus Rapture Blue Fever 15398
00:01:08.2920000		Blue Fever Burst Shot Ramuh 14152
00:01:08.2920000		Minju Rose prepares Attack on Ramuh 4650 (CRITICAL)
00:01:08.2920000		Dengue Fever prepares Assize on Dengue Fever +18375
00:01:08.2920000		Dengue Fever prepares Assize on Ramuh 27022
00:01:08.2920000		Dengue Fever prepares Assize on Minju Rose +18573
00:01:08.2920000		Dengue Fever prepares Assize on Yoo Rose +28296 (CRITICAL)
00:01:08.2920000		Dengue Fever prepares Assize on Blue Fever +17968
00:01:08.2920000		Dengue Fever prepares Assize on Aihyooni Yoomi +18107
00:01:08.2920000		Dengue Fever prepares Assize on Yujin Ahn +18474
00:01:08.3810000		Eos Fey Blessing Yoo Rose 15670
00:01:08.3810000		Dengue Fever Afflatus Rapture Aihyooni Yoomi 15057
00:01:08.4700000		Blue Fever prepares Sidewinder on Ramuh 22665 (CRITICAL)
00:01:08.5150000		Eos Fey Blessing Yujin Ahn 15594
00:01:08.5150000		Dengue Fever Afflatus Rapture Yoo Rose 14984
00:01:08.5150000		Aihyooni Yoomi prepares Ruin II on Ramuh 15779 (DIRECT HIT)
00:01:08.6490000		Minju Rose Riot Blade Ramuh 9905
00:01:08.6490000		Eos Fey Blessing Dengue Fever 15870
00:01:08.6940000		Blue Fever Empyreal Arrow Ramuh 16927
00:01:08.6940000		Yoo Rose Brand Of Purgatory Ramuh 36512
00:01:08.6940000		Minju Rose prepares Intervention on Yujin Ahn 
00:01:08.7830000		Eos Fey Blessing Minju Rose 9973
00:01:08.7830000		Dengue Fever Afflatus Rapture Run Escape 15106
00:01:08.7830000		Yujin Ahn gains Thrill Of Battle from Yujin Ahn
00:01:08.7830000		Yoo Rose gains Aetherflow from Yoo Rose
00:01:08.7830000		Yoo Rose prepares Energy Drain on Ramuh 6327
00:01:08.8270000		Minju Rose Attack Ramuh 4650
00:01:08.8270000		Run Escape Tri-Disaster Ramuh 32573
00:01:08.9180000		Eos Fey Blessing Run Escape 9912
00:01:08.9180000		Run Escape prepares Firebird Trance on Run Escape 
00:01:08.9610000		Demi-Phoenix Scarlet Flame Ramuh 7225
00:01:08.9610000		Dengue Fever Assize Dengue Fever 18375
00:01:09.0060000		Blue Fever Sidewinder Ramuh 22665
00:01:09.0060000		Blue Fever prepares Shot on Ramuh 3940
00:01:09.0500000		Eos Fey Blessing Blue Fever 10161
00:01:09.0950000		Dengue Fever Assize Ramuh 27022
00:01:09.2290000		Dengue Fever Assize Minju Rose 18573
00:01:09.2290000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:01:09.2290000		Aihyooni Yoomi prepares Indomitability on Aihyooni Yoomi +27643 (CRITICAL)
00:01:09.2290000		Aihyooni Yoomi prepares Indomitability on Yujin Ahn +33446 (CRITICAL)
00:01:09.2290000		Aihyooni Yoomi prepares Indomitability on Yoo Rose +17330
00:01:09.2290000		Aihyooni Yoomi prepares Indomitability on Minju Rose +17567
00:01:09.2290000		Aihyooni Yoomi prepares Indomitability on Dengue Fever +17862
00:01:09.2290000		Aihyooni Yoomi prepares Indomitability on Run Escape +18218
00:01:09.3630000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:09.3630000		Minju Rose gains Army's Paeon from Blue Fever
00:01:09.3630000		Yoo Rose gains Army's Paeon from Blue Fever
00:01:09.3630000		Eos gains Army's Paeon from Blue Fever
00:01:09.3630000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:09.3630000		Dengue Fever gains Army's Paeon from Blue Fever
00:01:09.3630000		Yujin Ahn gains Army's Paeon from Blue Fever
00:01:09.3630000		Aihyooni Yoomi gains Army's Paeon from Blue Fever
00:01:09.3630000		Run Escape gains Army's Paeon from Blue Fever
00:01:09.4520000		Aihyooni Yoomi Ruin II Ramuh 15779
00:01:09.4520000		Blue Fever prepares Apex Arrow on Ramuh 29739
00:01:09.4520000		Yoo Rose gains Aetherflow from Yoo Rose
00:01:09.4520000		Yoo Rose prepares Fester on Ramuh 19805
00:01:09.4520000		Yujin Ahn prepares Maim on Ramuh 14529 (CRITICAL)
00:01:09.4960000		Yujin Ahn gains Intervention from Minju Rose
00:01:09.4960000		Dengue Fever Assize Blue Fever 17968
00:01:09.4960000		Raiden prepares Shock Blast on Yujin Ahn 103530
00:01:09.5860000		Dengue Fever gains Surge Protection from 
00:01:09.6750000		Run Escape prepares Fountain Of Fire on Ramuh 16324
00:01:09.6750000		Run Escape gains Hellish Conduit from Run Escape
00:01:09.7630000		Blue Fever Shot Ramuh 3940
00:01:09.8080000		Yoo Rose Energy Drain Ramuh 6327
00:01:09.9420000		Eos prepares Embrace on Run Escape +4295
00:01:09.9420000		Demi-Phoenix prepares Everlasting Flight on Run Escape +1868 (CRITICAL)
00:01:09.9420000		Demi-Phoenix prepares Everlasting Flight on Minju Rose +1868 (CRITICAL)
00:01:09.9420000		Demi-Phoenix prepares Everlasting Flight on Aihyooni Yoomi +1868 (CRITICAL)
00:01:09.9420000		Demi-Phoenix prepares Everlasting Flight on Yujin Ahn +1868 (CRITICAL)
00:01:09.9420000		Demi-Phoenix prepares Everlasting Flight on Yoo Rose +1868 (CRITICAL)
00:01:10.0740000		Yujin Ahn Maim Ramuh 14529
00:01:10.1190000		Yujin Ahn prepares Attack on Ramuh 4125
00:01:10.2530000		Aihyooni Yoomi Indomitability Minju Rose 17567
00:01:10.3430000		Yoo Rose prepares Fountain Of Fire on Ramuh 15357
00:01:10.3430000		Yoo Rose gains Hellish Conduit from Yoo Rose
00:01:10.3870000		Yoo Rose Fester Ramuh 19805
00:01:10.3870000		Demi-Phoenix prepares Scarlet Flame on Ramuh 12059 (CRITICAL)
00:01:10.4320000		Minju Rose prepares Royal Authority on Ramuh 17956
00:01:10.4320000		Run Escape prepares Enkindle Phoenix on Ramuh 
00:01:10.4320000		Minju Rose gains Sword Oath from Minju Rose
00:01:10.5210000		Blue Fever Apex Arrow Ramuh 29739
00:01:10.5210000		Raiden Shock Blast Yujin Ahn 103530
00:01:10.5210000		Aihyooni Yoomi Indomitability Run Escape 18218
00:01:10.5650000		Eos Embrace Run Escape 4295
00:01:10.5650000		Minju Rose prepares Attack on Ramuh 3693 (DIRECT HIT)
00:01:10.6540000		Yujin Ahn Attack Ramuh 4125
00:01:10.6540000		Raiden prepares Unknown_4E61 on Yujin Ahn 7395
00:01:10.7430000		Run Escape Fountain Of Fire Ramuh 16324
00:01:10.8770000		Run Escape gains Everlasting Flight from Demi-Phoenix
00:01:10.8770000		The limit break guage has been updated to 4080. 3 bars are available.
00:01:10.9660000		Aihyooni Yoomi prepares Ruin II on Ramuh 12392
00:01:11.0110000		Minju Rose gains Everlasting Flight from Demi-Phoenix
00:01:11.0110000		Minju Rose Royal Authority Ramuh 17956
00:01:11.0550000		Demi-Phoenix gains Summon Order III from Ramuh
00:01:11.1000000		Minju Rose Attack Ramuh 3693
00:01:11.1000000		Demi-Phoenix prepares Revelation on Ramuh 32794
00:01:11.1440000		Aihyooni Yoomi gains Everlasting Flight from Demi-Phoenix
00:01:11.2780000		Yujin Ahn gains Everlasting Flight from Demi-Phoenix
00:01:11.2780000		Yujin Ahn prepares Equilibrium on Yujin Ahn +39134
00:01:11.4120000		Yoo Rose gains Everlasting Flight from Demi-Phoenix
00:01:11.4120000		Yoo Rose Fountain Of Fire Ramuh 15357
00:01:11.4120000		Demi-Phoenix Scarlet Flame Ramuh 12059
00:01:11.5900000		Yoo Rose prepares Enkindle Phoenix on Ramuh 
00:01:11.6790000		Raiden Unknown_4E61 Yujin Ahn 7395
00:01:11.7240000		Blue Fever prepares Burst Shot on Ramuh 11069
00:01:11.7240000		Blue Fever prepares Shot on Ramuh 3968
00:01:11.7240000		Minju Rose prepares Rampart on Minju Rose 
00:01:11.9020000		Yujin Ahn Equilibrium Yujin Ahn 39134
00:01:11.9020000		Aihyooni Yoomi Ruin II Ramuh 12392
00:01:12.1250000		Demi-Phoenix Revelation Ramuh 32794
00:01:12.1700000		Run Escape prepares Brand Of Purgatory on Ramuh 22849
00:01:12.2140000		Demi-Phoenix gains Summon Order III from Ramuh
00:01:12.2590000		Demi-Phoenix prepares Revelation on Ramuh 53561 (CRITICAL)
00:01:12.3490000		Minju Rose gains Rampart from Minju Rose
00:01:12.3490000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:12.3490000		Minju Rose gains Army's Paeon from Blue Fever
00:01:12.3490000		Yoo Rose gains Army's Paeon from Blue Fever
00:01:12.3490000		Eos gains Army's Paeon from Blue Fever
00:01:12.3490000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:12.3490000		Dengue Fever gains Army's Paeon from Blue Fever
00:01:12.3490000		Yujin Ahn gains Army's Paeon from Blue Fever
00:01:12.3490000		Aihyooni Yoomi gains Army's Paeon from Blue Fever
00:01:12.3490000		Run Escape gains Army's Paeon from Blue Fever
00:01:12.4380000		Minju Rose prepares Sentinel on Minju Rose 
00:01:12.4820000		Blue Fever Shot Ramuh 3968
00:01:12.7500000		Yoo Rose prepares Brand Of Purgatory on Ramuh 21168
00:01:12.8390000		Minju Rose prepares Attack on Ramuh 2802
00:01:12.8390000		Yujin Ahn prepares Storm's Path on Ramuh 11915
00:01:12.9280000		Run Escape prepares Fester on Ramuh 19305
00:01:12.9720000		Minju Rose gains Sentinel from Minju Rose
00:01:12.9720000		Run Escape Brand Of Purgatory Ramuh 22849
00:01:13.1060000		Demi-Phoenix prepares Scarlet Flame on Ramuh 16196 (CRITICAL)
00:01:13.1510000		Minju Rose prepares Atonement on Ramuh 18911
00:01:13.1510000		Minju Rose gains Sword Oath from Minju Rose
00:01:13.1950000		Blue Fever Burst Shot Ramuh 11069
00:01:13.2850000		Demi-Phoenix Revelation Ramuh 53561
00:01:13.3740000		Minju Rose Attack Ramuh 2802
00:01:13.3740000		Aihyooni Yoomi prepares Swiftcast on Aihyooni Yoomi 
00:01:13.3740000		Aihyooni Yoomi gains Swiftcast from Aihyooni Yoomi
00:01:13.4180000		Ramuh prepares Crippling Blow on Minju Rose 78611
00:01:13.5070000		Yujin Ahn prepares Attack on Ramuh 3846
00:01:13.5510000		Yoo Rose Brand Of Purgatory Ramuh 21168
00:01:13.5960000		Eos prepares Embrace on Yujin Ahn +4981
00:01:13.6850000		Raiden prepares Unknown_4E61 on Yujin Ahn 7797
00:01:13.8640000		Run Escape Fester Ramuh 19305
00:01:13.8640000		The limit break guage has been updated to 4250. 3 bars are available.
00:01:13.9080000		Blue Fever prepares Burst Shot on Ramuh 14215 (DIRECT HIT)
00:01:13.9080000		Blue Fever gains Straight Shot Ready from Blue Fever
00:01:14.0420000		Yujin Ahn Attack Ramuh 3846
00:01:14.1310000		Demi-Phoenix Scarlet Flame Ramuh 16196
00:01:14.2200000		Eos Embrace Yujin Ahn 4981
00:01:14.2200000		Ramuh Crippling Blow Minju Rose 78611
00:01:14.2650000		Demi-Phoenix prepares Scarlet Flame on Ramuh 14936 (CRITICAL)
00:01:14.3540000		Yujin Ahn Storm's Path Ramuh 11915
00:01:14.3990000		Blue Fever prepares Shot on Ramuh 3930
00:01:14.3990000		Aihyooni Yoomi prepares Resurrection on Dan Tam 
00:01:14.4430000		Minju Rose Atonement Ramuh 18911
00:01:14.4880000		Yoo Rose prepares Fester on Ramuh 22723 (DIRECT HIT)
00:01:14.7110000		Run Escape prepares Fountain Of Fire on Ramuh 20230 (DIRECT HIT)
00:01:14.7110000		Run Escape gains Hellish Conduit from Run Escape
00:01:14.7550000		Demi-Phoenix prepares Scarlet Flame on Ramuh 11899 (CRITICAL)
00:01:15.1120000		Minju Rose prepares Attack on Ramuh 2965
00:01:15.1560000		Blue Fever Shot Ramuh 3930
00:01:15.2010000		Yoo Rose prepares Fountain Of Fire on Ramuh 15686
00:01:15.2010000		Yoo Rose gains Hellish Conduit from Yoo Rose
00:01:15.2450000		Dengue Fever prepares Glare on Ramuh 30035 (CRITICAL)
00:01:15.2900000		Demi-Phoenix Scarlet Flame Ramuh 14936
00:01:15.3800000		Blue Fever Burst Shot Ramuh 14215
00:01:15.3800000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:15.3800000		Minju Rose gains Army's Paeon from Blue Fever
00:01:15.3800000		Yoo Rose gains Army's Paeon from Blue Fever
00:01:15.3800000		Eos gains Army's Paeon from Blue Fever
00:01:15.3800000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:15.3800000		Dengue Fever gains Army's Paeon from Blue Fever
00:01:15.3800000		Yujin Ahn gains Army's Paeon from Blue Fever
00:01:15.3800000		Aihyooni Yoomi gains Army's Paeon from Blue Fever
00:01:15.3800000		Run Escape gains Army's Paeon from Blue Fever
00:01:15.4240000		Yoo Rose Fester Ramuh 22723
00:01:15.4240000		Ramuh prepares Unknown_4Bc9 on Minju Rose 14787
00:01:15.5130000		Dan Tam gains Raise from Aihyooni Yoomi
00:01:15.5580000		Minju Rose prepares Atonement on Ramuh 17506
00:01:15.5580000		Minju Rose gains Sword Oath from Minju Rose
00:01:15.6480000		Minju Rose Attack Ramuh 2965
00:01:15.6480000		Yujin Ahn prepares Onslaught on Ramuh 4862 (CRITICAL)
00:01:15.7820000		Demi-Phoenix Scarlet Flame Ramuh 11899
00:01:15.7820000		Run Escape Fountain Of Fire Ramuh 20230
00:01:15.7820000		Demi-Phoenix prepares Scarlet Flame on Ramuh 9435 (DIRECT HIT)
00:01:16.0940000		Blue Fever prepares Refulgent Arrow on Ramuh 16289
00:01:16.1390000		Dengue Fever prepares Regen on Minju Rose +158 (CRITICAL)
00:01:16.2280000		Ramuh Unknown_4Bc9 Minju Rose 14787
00:01:16.2730000		Yoo Rose Fountain Of Fire Ramuh 15686
00:01:16.2730000		Yujin Ahn Onslaught Ramuh 4862
00:01:16.4070000		Yujin Ahn prepares Heavy Swing on Ramuh 7504 (DIRECT HIT)
00:01:16.5400000		Dengue Fever Glare Ramuh 30035
00:01:16.8080000		Demi-Phoenix Scarlet Flame Ramuh 9435
00:01:16.8530000		Minju Rose Atonement Ramuh 17506
00:01:16.8530000		Minju Rose gains Surge Protection from 
00:01:16.8530000		The limit break guage has been updated to 4420. 3 bars are available.
00:01:16.8970000		Eos prepares Embrace on Yujin Ahn +8436 (CRITICAL)
00:01:16.8970000		Dengue Fever prepares Divine Benison on Minju Rose 
00:01:16.8970000		Yujin Ahn prepares Attack on Ramuh 3909
00:01:16.9420000		Yujin Ahn Heavy Swing Ramuh 7504
00:01:17.0750000		Blue Fever prepares Shot on Ramuh 4113
00:01:17.1640000		Minju Rose gains Regen from Dengue Fever
00:01:17.2100000		Run Escape prepares Brand Of Purgatory on Ramuh 22698
00:01:17.2540000		Demi-Phoenix prepares Scarlet Flame on Ramuh 7806
00:01:17.3880000		Minju Rose prepares Attack on Ramuh 2920
00:01:17.4330000		Yujin Ahn Attack Ramuh 3909
00:01:17.5210000		Eos Embrace Yujin Ahn 8436
00:01:17.5660000		Blue Fever Refulgent Arrow Ramuh 16289
00:01:17.6560000		Yoo Rose prepares Brand Of Purgatory on Ramuh 36239 (CRITICAL)
00:01:17.7010000		Minju Rose gains Divine Benison from Dengue Fever
00:01:17.7010000		Demi-Phoenix prepares Scarlet Flame on Ramuh 12339 (CRITICAL)
00:01:17.7890000		Blue Fever prepares Bloodletter on Ramuh 11483 (CRITICAL)
00:01:17.8330000		Blue Fever Shot Ramuh 4113
00:01:17.9220000		Minju Rose Attack Ramuh 2920
00:01:17.9230000		Minju Rose prepares Atonement on Ramuh 28471 (CRITICAL)
00:01:18.0120000		Run Escape Brand Of Purgatory Ramuh 22698
00:01:18.2790000		Demi-Phoenix Scarlet Flame Ramuh 7806
00:01:18.3680000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:18.3680000		Minju Rose gains Army's Paeon from Blue Fever
00:01:18.3680000		Yoo Rose gains Army's Paeon from Blue Fever
00:01:18.3680000		Eos gains Army's Paeon from Blue Fever
00:01:18.3680000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:18.3680000		Dengue Fever gains Army's Paeon from Blue Fever
00:01:18.3680000		Yujin Ahn gains Army's Paeon from Blue Fever
00:01:18.3680000		Aihyooni Yoomi gains Army's Paeon from Blue Fever
00:01:18.3680000		Run Escape gains Army's Paeon from Blue Fever
00:01:18.4560000		Yoo Rose Brand Of Purgatory Ramuh 36239
00:01:18.7230000		Yujin Ahn prepares Maim on Ramuh 8660
00:01:18.7690000		Demi-Phoenix Scarlet Flame Ramuh 12339
00:01:18.7690000		Blue Fever prepares Iron Jaws on Ramuh 4843
00:01:18.8150000		Aihyooni Yoomi prepares Broil III on Ramuh 18000
00:01:19.2140000		Minju Rose Atonement Ramuh 28471
00:01:19.3480000		Yujin Ahn Maim Ramuh 8660
00:01:19.3930000		Blue Fever Iron Jaws Ramuh 4843
00:01:19.3930000		Ramuh gains Stormbite from Blue Fever
00:01:19.3930000		Ramuh gains Caustic Bite from Blue Fever
00:01:19.3930000		Blue Fever Bloodletter Ramuh 11483
00:01:19.4380000		Minju Rose prepares Intervene on Ramuh 6813
00:01:19.4380000		Aihyooni Yoomi prepares Ruin II on Ramuh 12696
00:01:19.4820000		Yujin Ahn prepares Upheaval on Ramuh 27474 (CRITICAL)
00:01:19.6160000		Aihyooni Yoomi Broil III Ramuh 18000
00:01:19.6600000		Minju Rose prepares Attack on Ramuh 4337 (CRITICAL)
00:01:19.7050000		Run Escape prepares Fountain Of Fire on Ramuh 15807
00:01:19.7050000		Run Escape gains Hellish Conduit from Run Escape
00:01:19.7500000		Demi-Phoenix prepares Scarlet Flame on Ramuh 10104 (DIRECT HIT)
00:01:19.7500000		Ramuh prepares Stormcloud Summons on Ramuh 19384
00:01:19.7950000		Blue Fever prepares Shot on Ramuh 3934
00:01:19.8840000		The limit break guage has been updated to 4590. 3 bars are available.
00:01:20.0180000		Minju Rose Intervene Ramuh 6813
00:01:20.0630000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:01:20.1070000		Yujin Ahn Upheaval Ramuh 27474
00:01:20.1070000		Eos prepares Embrace on Minju Rose +4149
00:01:20.1960000		Minju Rose Attack Ramuh 4337
00:01:20.2850000		Yujin Ahn prepares Attack on Ramuh 6348 (CRITICAL)
00:01:20.3300000		Minju Rose prepares Fast Blade on Ramuh 7933 (DIRECT HIT)
00:01:20.3740000		Aihyooni Yoomi Ruin II Ramuh 12696
00:01:20.5520000		Blue Fever Shot Ramuh 3934
00:01:20.5970000		Ruby Carbuncle prepares Burning Strike on Ramuh 7791 (CRITICAL)
00:01:20.5970000		Dengue Fever prepares Glare on Ramuh 19715
00:01:20.6850000		Ruby Carbuncle gains Army's Paeon from Blue Fever
00:01:20.6850000		Ruby Carbuncle gains Well Fed from Yoo Rose
00:01:20.6850000		Ruby Carbuncle gains Summon Order from Ramuh
00:01:20.7300000		Eos Embrace Minju Rose 4149
00:01:20.7750000		Demi-Phoenix Scarlet Flame Ramuh 10104
00:01:20.7750000		Run Escape Fountain Of Fire Ramuh 15807
00:01:20.8200000		Yujin Ahn Attack Ramuh 6348
00:01:20.8200000		Aihyooni Yoomi prepares Recitation on Aihyooni Yoomi 
00:01:20.8200000		Aihyooni Yoomi gains Recitation from Aihyooni Yoomi
00:01:20.9520000		Minju Rose Fast Blade Ramuh 7933
00:01:20.9530000		Blue Fever prepares Burst Shot on Ramuh 11325
00:01:20.9980000		Minju Rose prepares Reprisal on Ramuh 
00:01:21.1760000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 19849 (CRITICAL)
00:01:21.2210000		Dan Tam gains Brink Of Death from 
00:01:21.3100000		Yujin Ahn prepares Storm's Path on Ramuh 11426
00:01:21.3550000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:21.3550000		Ruby Carbuncle gains Army's Paeon from Blue Fever
00:01:21.3550000		Minju Rose gains Army's Paeon from Blue Fever
00:01:21.3550000		Dan Tam gains Army's Paeon from Blue Fever
00:01:21.3550000		Yoo Rose gains Army's Paeon from Blue Fever
00:01:21.3550000		Eos gains Army's Paeon from Blue Fever
00:01:21.3550000		Dengue Fever gains Army's Paeon from Blue Fever
00:01:21.3550000		Yujin Ahn gains Army's Paeon from Blue Fever
00:01:21.3550000		Aihyooni Yoomi gains Army's Paeon from Blue Fever
00:01:21.3550000		Run Escape gains Army's Paeon from Blue Fever
00:01:21.3990000		Ruby Carbuncle Burning Strike Ramuh 7791
00:01:21.4880000		Ramuh prepares Unknown_4Bc9 on Minju Rose 0
00:01:21.6230000		Ramuh Unknown_4Bc9 Minju Rose 0
00:01:21.6230000		Ramuh gains Reprisal from Minju Rose
00:01:21.8010000		Ruby Carbuncle Crimson Cyclone Ramuh 19849
00:01:21.8010000		Yoo Rose gains Further Ruin from Yoo Rose
00:01:21.8900000		Dengue Fever Glare Ramuh 19715
00:01:21.8900000		Aihyooni Yoomi prepares Ruin II on Ramuh 25276 (CRITICAL)
00:01:21.9350000		Minju Rose prepares Attack on Ramuh 4421 (CRITICAL)
00:01:22.0240000		Blue Fever prepares Raging Strikes on Blue Fever 
00:01:22.2030000		Run Escape prepares Brand Of Purgatory on Ramuh 27480 (DIRECT HIT)
00:01:22.2470000		Demi-Phoenix prepares Scarlet Flame on Ramuh 7985
00:01:22.4250000		Blue Fever Burst Shot Ramuh 11325
00:01:22.4700000		Minju Rose Attack Ramuh 4421
00:01:22.4700000		Blue Fever prepares Shot on Ramuh 6347 (CRITICAL)
00:01:22.5140000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:01:22.5590000		Blue Fever gains Raging Strikes from Blue Fever
00:01:22.7380000		Minju Rose prepares Riot Blade on Ramuh 9710
00:01:22.8270000		Yujin Ahn Storm's Path Ramuh 11426
00:01:22.8270000		Aihyooni Yoomi Ruin II Ramuh 25276
00:01:22.8720000		The limit break guage has been updated to 4760. 3 bars are available.
00:01:23.0060000		Run Escape Brand Of Purgatory Ramuh 27480
00:01:23.0060000		Run Escape prepares Enkindle Phoenix on Ramuh 
00:01:23.1390000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:01:23.1390000		Blue Fever prepares Burst Shot on Ramuh 15040 (DIRECT HIT)
00:01:23.1830000		Ruby Carbuncle prepares Flaming Crush on Ramuh 15287 (DIRECT HIT)
00:01:23.2280000		Blue Fever Shot Ramuh 6347
00:01:23.2730000		Demi-Phoenix Scarlet Flame Ramuh 7985
00:01:23.3620000		Eos prepares Embrace on Dan Tam +4234
00:01:23.4510000		Minju Rose prepares Circle Of Scorn on Ramuh 4160
00:01:23.4950000		Minju Rose Riot Blade Ramuh 9710
00:01:23.5400000		Aihyooni Yoomi prepares Excogitation on Minju Rose 
00:01:23.6290000		Demi-Phoenix gains Summon Order III from Ramuh
00:01:23.6290000		Dengue Fever prepares Glare on Ramuh 20536
00:01:23.6740000		Demi-Phoenix prepares Revelation on Ramuh 42467 (DIRECT HIT)
00:01:23.6740000		Yujin Ahn prepares Attack on Ramuh 6327 (CRITICAL)
00:01:23.7620000		Ruby Carbuncle prepares Burning Strike on Ramuh 4809 (DIRECT HIT)
00:01:23.8960000		Blue Fever prepares Empyreal Arrow on Ramuh 11555
00:01:23.9850000		Eos Embrace Dan Tam 4234
00:01:24.1630000		Yujin Ahn prepares Heavy Swing on Ramuh 9622 (CRITICAL)
00:01:24.2080000		Yujin Ahn Attack Ramuh 6327
00:01:24.2080000		Minju Rose prepares Attack on Ramuh 4606 (CRITICAL)
00:01:24.3420000		Ruby Carbuncle Flaming Crush Ramuh 15287
00:01:24.3420000		Yoo Rose gains Further Ruin from Yoo Rose
00:01:24.3420000		Minju Rose gains Excogitation from Aihyooni Yoomi
00:01:24.3860000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:24.3860000		Ruby Carbuncle gains Army's Paeon from Blue Fever
00:01:24.3860000		Minju Rose gains Army's Paeon from Blue Fever
00:01:24.3860000		Dan Tam gains Army's Paeon from Blue Fever
00:01:24.3860000		Yoo Rose gains Army's Paeon from Blue Fever
00:01:24.3860000		Eos gains Army's Paeon from Blue Fever
00:01:24.3860000		Dengue Fever gains Army's Paeon from Blue Fever
00:01:24.3860000		Yujin Ahn gains Army's Paeon from Blue Fever
00:01:24.3860000		Aihyooni Yoomi gains Army's Paeon from Blue Fever
00:01:24.3860000		Run Escape gains Army's Paeon from Blue Fever
00:01:24.4750000		Minju Rose Circle Of Scorn Ramuh 4160
00:01:24.4750000		Ramuh gains Circle Of Scorn from Minju Rose
00:01:24.5190000		Ramuh prepares Unknown_4Bc9 on Minju Rose 5156
00:01:24.5640000		Ruby Carbuncle Burning Strike Ramuh 4809
00:01:24.6090000		Blue Fever Burst Shot Ramuh 15040
00:01:24.6980000		Demi-Phoenix Revelation Ramuh 42467
00:01:24.6980000		Yujin Ahn Heavy Swing Ramuh 9622
00:01:24.7430000		Minju Rose Attack Ramuh 4606
00:01:24.7430000		Run Escape prepares Fountain Of Fire on Ramuh 19828 (DIRECT HIT)
00:01:24.7430000		Run Escape gains Hellish Conduit from Run Escape
00:01:24.8330000		Ramuh prepares Chaos Strike on Yujin Ahn 
