-00:00:01.8170000		Run Escape casts Ruin III on Ramuh
00:00:12.2190000		Yujin Ahn prepares Attack on Ramuh 8810 (CRITICAL)
00:00:12.2630000		Run Escape prepares Ruin III on Ramuh 15336
00:00:12.3970000		Yoo Rose prepares Summon Bahamut on Yoo Rose 
00:00:12.3970000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:00:12.3970000		Ramuh prepares Judgment Volts on Dan Tam 47823
00:00:12.3970000		Ramuh prepares Judgment Volts on Yujin Ahn 22053
00:00:12.3970000		Ramuh prepares Judgment Volts on Minju Rose +33846 (CRITICAL)
00:00:12.3970000		Ramuh prepares Judgment Volts on Run Escape 44407
00:00:12.3970000		Ramuh prepares Judgment Volts on Aihyooni Yoomi 45194
00:00:12.3970000		Ramuh prepares Judgment Volts on Dengue Fever 42763
00:00:12.3970000		Ramuh prepares Judgment Volts on Yoo Rose 42840
00:00:12.3970000		Ramuh prepares Judgment Volts on Blue Fever 46697
00:00:12.3970000		Blue Fever gains Barrage from Blue Fever
00:00:12.3970000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:12.4420000		Blue Fever Refulgent Arrow Ramuh 35851
00:00:12.4420000		Ramuh prepares Unknown_4Bc9 on Minju Rose 25280
00:00:12.4420000		Yujin Ahn prepares Fell Cleave on Ramuh 40040 (CRITICAL)
00:00:12.4860000		Yoo Rose Deathflare Ramuh 28410
00:00:12.4860000		Blue Fever Pitch Perfect Ramuh 33345
00:00:12.5300000		Dan Tam prepares Chi on Dan Tam 
00:00:12.5300000		Dan Tam gains Mudra from Dan Tam
00:00:12.6190000		Ifrit-Egi Burning Strike Ramuh 9873
00:00:12.7520000		Yujin Ahn Attack Ramuh 8810
00:00:12.8410000		The limit break guage has been updated to 850. 3 bars are available.
00:00:12.9310000		Minju Rose Riot Blade Ramuh 18389
00:00:12.9310000		Ramuh Judgment Volts Dan Tam 47823
00:00:12.9740000		Ramuh Judgment Volts Yujin Ahn 22053
00:00:13.0190000		Ramuh Judgment Volts Minju Rose 33846
00:00:13.0190000		Dan Tam prepares Jin on Dan Tam 
00:00:13.0190000		Run Escape prepares Deathflare on Ramuh 39041 (DIRECT HIT)
00:00:13.0190000		Dan Tam gains Mudra from Dan Tam
00:00:13.0630000		Ramuh Judgment Volts Run Escape 44407
00:00:13.0630000		Run Escape Ruin III Ramuh 15336
00:00:13.1070000		Ramuh Judgment Volts Aihyooni Yoomi 45194
00:00:13.1070000		Yujin Ahn Fell Cleave Ramuh 40040
00:00:13.1080000		Yujin Ahn prepares Upheaval on Ramuh 30937 (CRITICAL)
00:00:13.1520000		Ramuh Judgment Volts Dengue Fever 42763
00:00:13.1520000		Minju Rose gains Whispering Dawn from Eos
00:00:13.1970000		Ramuh Judgment Volts Yoo Rose 42840
00:00:13.2410000		Ramuh Unknown_4Bc9 Minju Rose 25280
00:00:13.2410000		Ramuh Judgment Volts Blue Fever 46697
00:00:13.2850000		Yujin Ahn gains Whispering Dawn from Eos
00:00:13.3740000		Blue Fever prepares Shot on Ramuh 7411 (CRITICAL)
00:00:13.4190000		Dengue Fever Glare Ramuh 33820
00:00:13.4190000		Dengue Fever gains Whispering Dawn from Eos
00:00:13.4190000		Yoo Rose prepares Ruin IV on Ramuh 26324 (DIRECT HIT)
00:00:13.4190000		Minju Rose prepares Attack on Ramuh 3991 (DIRECT HIT)
00:00:13.4190000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:13.4620000		Demi-Bahamut prepares Wyrmwave on Ramuh 8573
00:00:13.5080000		Blue Fever prepares Refulgent Arrow on Ramuh 30327 (CRITICAL)
00:00:13.5080000		Blue Fever prepares Refulgent Arrow on Ramuh 24264 (DIRECT HIT)
00:00:13.5080000		Blue Fever prepares Refulgent Arrow on Ramuh 18768
00:00:13.5520000		Dan Tam gains Whispering Dawn from Eos
00:00:13.5520000		Dan Tam prepares Hyosho Ranryu on Ramuh 84112 (DIRECT HIT)
00:00:13.5970000		Dan Tam prepares Attack on Ramuh 4020
00:00:13.5970000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Demi-Bahamut gains Well Fed from Yoo Rose
00:00:13.5970000		Demi-Bahamut gains Devotion from Ifrit-Egi
00:00:13.5970000		Demi-Bahamut gains Battle Voice from Blue Fever
00:00:13.5970000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:13.5970000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:00:13.6850000		Run Escape gains Whispering Dawn from Eos
00:00:13.7300000		Eos prepares Embrace on Dengue Fever +7297 (CRITICAL)
00:00:13.7740000		Yujin Ahn Upheaval Ramuh 30937
00:00:13.8180000		Run Escape Deathflare Ramuh 39041
00:00:13.8180000		Aihyooni Yoomi gains Whispering Dawn from Eos
00:00:13.9520000		Minju Rose Attack Ramuh 3991
00:00:13.9520000		Yoo Rose gains Whispering Dawn from Eos
00:00:13.9970000		Run Escape prepares Summon Bahamut on Run Escape 
00:00:14.1300000		Blue Fever Shot Ramuh 7411
00:00:14.1300000		Dan Tam Attack Ramuh 4020
00:00:14.1300000		Yoo Rose prepares Enkindle Bahamut on Ramuh 
00:00:14.1750000		Dan Tam Hyosho Ranryu Ramuh 84112
00:00:14.1750000		Aihyooni Yoomi prepares Broil III on Ramuh 21091
00:00:14.2190000		Yoo Rose Ruin IV Ramuh 26324
00:00:14.2640000		Dengue Fever prepares Glare on Ramuh 43488 (CRITICAL)
00:00:14.3090000		Dan Tam prepares Assassinate on Ramuh 15559 (CRITICAL)
00:00:14.3530000		Eos Embrace Dengue Fever 7297
00:00:14.4870000		Demi-Bahamut Wyrmwave Ramuh 8573
00:00:14.5320000		Minju Rose prepares Royal Authority on Ramuh 19201
00:00:14.5320000		Minju Rose gains Sword Oath from Minju Rose
00:00:14.7540000		Demi-Bahamut gains Summon Order III from Ramuh
00:00:14.7540000		Run Escape prepares Ruin IV on Ramuh 27814 (DIRECT HIT)
00:00:14.7540000		Run Escape gains Further Ruin from Run Escape
00:00:14.7980000		Demi-Bahamut prepares Akh Morn on Ramuh 34548
00:00:14.7980000		Yujin Ahn prepares Fell Cleave on Ramuh 39997 (CRITICAL)
00:00:14.7980000		Aihyooni Yoomi prepares Ruin II on Ramuh 19115 (DIRECT HIT)
00:00:14.8430000		Demi-Bahamut prepares Wyrmwave on Ramuh 19516 (CRITICAL)
00:00:14.8430000		Yoo Rose prepares Fester on Ramuh 25947 (DIRECT HIT)
00:00:14.9760000		Blue Fever Refulgent Arrow Ramuh 30327
00:00:14.9760000		Aihyooni Yoomi Broil III Ramuh 21091
00:00:15.1090000		Blue Fever Refulgent Arrow Ramuh 24264
00:00:15.1090000		Minju Rose Royal Authority Ramuh 19201
00:00:15.1090000		Dan Tam Assassinate Ramuh 15559
00:00:15.1990000		Dan Tam prepares Ten on Dan Tam 
00:00:15.1990000		Dan Tam gains Mudra from Dan Tam
00:00:15.2420000		Blue Fever Refulgent Arrow Ramuh 18768
00:00:15.4200000		Yujin Ahn Fell Cleave Ramuh 39997
00:00:15.4650000		Ramuh prepares Unknown_4Bc9 on Minju Rose 24844
00:00:15.4650000		Yujin Ahn prepares Onslaught on Ramuh 6842 (CRITICAL)
00:00:15.5100000		Run Escape prepares Enkindle Bahamut on Ramuh 
00:00:15.5540000		Dengue Fever Glare Ramuh 43488
00:00:15.5540000		Run Escape Ruin IV Ramuh 27814
00:00:15.5540000		Aihyooni Yoomi prepares Energy Drain on Ramuh 18293 (CRITICAL)
00:00:15.5990000		Yujin Ahn prepares Attack on Ramuh 8422 (CRITICAL)
00:00:15.6870000		Demi-Bahamut Akh Morn Ramuh 34548
00:00:15.6870000		Minju Rose prepares Attack on Ramuh 3225
00:00:15.6870000		Dan Tam prepares Chi on Dan Tam 
00:00:15.6870000		Dan Tam gains Mudra from Dan Tam
00:00:15.7310000		Aihyooni Yoomi Ruin II Ramuh 19115
00:00:15.7760000		Yoo Rose Fester Ramuh 25947
00:00:15.7760000		Dan Tam prepares Attack on Ramuh 4068
00:00:15.8200000		The limit break guage has been updated to 1020. 3 bars are available.
00:00:15.8640000		Demi-Bahamut Wyrmwave Ramuh 19516
00:00:15.9090000		Yoo Rose gains Surge Protection from 
00:00:15.9530000		Blue Fever prepares Burst Shot on Ramuh 16223 (DIRECT HIT)
00:00:16.1310000		Yujin Ahn Attack Ramuh 8422
00:00:16.1310000		Yujin Ahn Onslaught Ramuh 6842
00:00:16.1310000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:16.1310000		Demi-Bahamut gains Devotion from Ifrit-Egi
00:00:16.1310000		Demi-Bahamut gains Battle Voice from Blue Fever
00:00:16.1310000		Demi-Bahamut gains Medicated from Run Escape
00:00:16.1310000		Demi-Bahamut gains Summon Order III from Ramuh
00:00:16.1750000		Demi-Bahamut prepares Akh Morn on Ramuh 42112
00:00:16.2200000		Minju Rose Attack Ramuh 3225
00:00:16.2200000		Dan Tam prepares Raiton on Ramuh 41118 (DIRECT HIT)
00:00:16.2640000		Ramuh Unknown_4Bc9 Minju Rose 24844
00:00:16.2640000		Aihyooni Yoomi gains Dissipation from Aihyooni Yoomi
00:00:16.2640000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:00:16.2640000		Aihyooni Yoomi prepares Dissipation on Aihyooni Yoomi 
00:00:16.3090000		Dan Tam Attack Ramuh 4068
00:00:16.3090000		Run Escape prepares Tri-Disaster on Ramuh 29901 (DIRECT HIT)
00:00:16.3090000		Ramuh gains Bio III from Run Escape
00:00:16.3090000		Ramuh gains Miasma III from Run Escape
00:00:16.4420000		Blue Fever prepares Shot on Ramuh 5843 (DIRECT HIT)
00:00:16.5750000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:16.5750000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:16.6200000		Aihyooni Yoomi Energy Drain Ramuh 18293
00:00:16.7980000		Blue Fever prepares Bloodletter on Ramuh 8361
00:00:16.9310000		Dan Tam Raiton Ramuh 41118
00:00:16.9310000		Minju Rose prepares Atonement on Ramuh 41244 (CRITICAL)
00:00:16.9310000		Dengue Fever prepares Medica II on Dengue Fever +9141
00:00:16.9310000		Dengue Fever prepares Medica II on Yujin Ahn +14547 (CRITICAL)
00:00:16.9310000		Dengue Fever prepares Medica II on Dan Tam +9362
00:00:16.9310000		Dengue Fever prepares Medica II on Run Escape +13854 (CRITICAL)
00:00:16.9310000		Dengue Fever prepares Medica II on Aihyooni Yoomi +14280 (CRITICAL)
00:00:16.9310000		Dengue Fever prepares Medica II on Yoo Rose +8936
00:00:16.9310000		Dengue Fever prepares Medica II on Minju Rose +9172
00:00:16.9310000		Dengue Fever prepares Medica II on Blue Fever +9111
00:00:16.9310000		Dan Tam prepares Ten Chi Jin on Dan Tam 1186 (DIRECT HIT)
00:00:16.9310000		Minju Rose gains Sword Oath from Minju Rose
00:00:16.9310000		Dan Tam gains Ten Chi Jin from Dan Tam
00:00:17.0640000		Demi-Bahamut Akh Morn Ramuh 42112
00:00:17.1080000		Run Escape Tri-Disaster Ramuh 29901
00:00:17.1530000		Yujin Ahn prepares Fell Cleave on Ramuh 37770 (CRITICAL)
00:00:17.1970000		Blue Fever Shot Ramuh 5843
00:00:17.2420000		Run Escape prepares Ruin IV on Ramuh 28897 (DIRECT HIT)
00:00:17.2420000		Run Escape gains Further Ruin from Run Escape
00:00:17.2870000		Aihyooni Yoomi prepares Ruin II on Ramuh 30088 (CRITICAL)
00:00:17.4200000		Blue Fever Burst Shot Ramuh 16223
00:00:17.6870000		Dan Tam prepares Fuma Shuriken on Ramuh 42426 (CRITICAL)
00:00:17.6870000		Dan Tam gains Ten Chi Jin from Dan Tam
00:00:17.7770000		Dengue Fever Medica II Dengue Fever 9141
00:00:17.7770000		Dengue Fever gains Medica II from Dengue Fever
00:00:17.7770000		Yujin Ahn Fell Cleave Ramuh 37770
00:00:17.7770000		Yoo Rose prepares Ruin III on Ramuh 22722 (CRITICAL)
00:00:17.9100000		Yujin Ahn gains Medica II from Dengue Fever
00:00:17.9100000		Demi-Bahamut prepares Wyrmwave on Ramuh 16852 (CRITICAL)
00:00:17.9540000		Minju Rose prepares Attack on Ramuh 3701 (DIRECT HIT)
00:00:18.0430000		Dengue Fever Medica II Dan Tam 9362
00:00:18.0430000		Dan Tam gains Medica II from Dengue Fever
00:00:18.0430000		Run Escape Ruin IV Ramuh 28897
00:00:18.0440000		Run Escape prepares Fester on Ramuh 35214 (CRITICAL)
00:00:18.1770000		Dengue Fever Medica II Run Escape 13854
00:00:18.1770000		Run Escape gains Medica II from Dengue Fever
00:00:18.1770000		Demi-Bahamut prepares Wyrmwave on Ramuh 17733 (CRITICAL)
00:00:18.2210000		Minju Rose Atonement Ramuh 41244
00:00:18.2210000		Aihyooni Yoomi Ruin II Ramuh 30088
00:00:18.3100000		Dengue Fever Medica II Aihyooni Yoomi 14280
00:00:18.3100000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:00:18.3990000		Blue Fever Bloodletter Ramuh 8361
00:00:18.4430000		Dengue Fever Medica II Yoo Rose 8936
00:00:18.4430000		Yoo Rose gains Medica II from Dengue Fever
00:00:18.4430000		Blue Fever prepares Iron Jaws on Ramuh 6049
00:00:18.4880000		Minju Rose Attack Ramuh 3701
00:00:18.5320000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:00:18.5320000		Aihyooni Yoomi prepares Energy Drain on Ramuh 10456
00:00:18.5770000		Yoo Rose Ruin III Ramuh 22722
00:00:18.5770000		Dengue Fever Medica II Minju Rose 9172
00:00:18.5770000		Minju Rose gains Medica II from Dengue Fever
00:00:18.5770000		Dan Tam Fuma Shuriken Ramuh 42426
00:00:18.7100000		Dengue Fever Medica II Blue Fever 9111
00:00:18.7100000		Blue Fever gains Medica II from Dengue Fever
00:00:18.7100000		Dan Tam prepares Raiton on Ramuh 48965 (CRITICAL)
00:00:18.7100000		Dan Tam gains Ten Chi Jin from Dan Tam
00:00:18.8440000		The limit break guage has been updated to 1190. 3 bars are available.
00:00:18.9320000		Demi-Bahamut Wyrmwave Ramuh 16852
00:00:18.9770000		Run Escape Fester Ramuh 35214
00:00:18.9770000		Yujin Ahn prepares Attack on Ramuh 7812 (CRITICAL)
00:00:19.0210000		Dengue Fever prepares Glare on Ramuh 21699
00:00:19.0660000		Blue Fever Iron Jaws Ramuh 6049
00:00:19.0660000		Ramuh gains Stormbite from Blue Fever
00:00:19.0660000		Ramuh gains Caustic Bite from Blue Fever
00:00:19.1990000		Demi-Bahamut Wyrmwave Ramuh 17733
00:00:19.3330000		Minju Rose prepares Atonement on Ramuh 18865
00:00:19.3330000		Minju Rose gains Sword Oath from Minju Rose
00:00:19.4220000		Dan Tam Raiton Ramuh 48965
00:00:19.4220000		Blue Fever prepares Empyreal Arrow on Ramuh 12571
00:00:19.5120000		Yujin Ahn Attack Ramuh 7812
00:00:19.5120000		Blue Fever prepares Shot on Ramuh 4512
00:00:19.5120000		Yujin Ahn prepares Fell Cleave on Ramuh 36738 (CRITICAL)
00:00:19.5560000		Aihyooni Yoomi Energy Drain Ramuh 10456
00:00:19.6010000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:19.6010000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:19.6890000		Dan Tam prepares Suiton on Ramuh 24102
00:00:19.6890000		Dan Tam gains Suiton from Dan Tam
00:00:20		Dan Tam prepares Attack on Ramuh 3628
00:00:20.1330000		Yujin Ahn Fell Cleave Ramuh 36738
00:00:20.1780000		Blue Fever prepares Pitch Perfect on Ramuh 40706 (CRITICAL)
00:00:20.2220000		Minju Rose prepares Attack on Ramuh 3830 (DIRECT HIT)
00:00:20.2670000		Blue Fever Shot Ramuh 4512
00:00:20.3110000		Dengue Fever Glare Ramuh 21699
00:00:20.3110000		Yoo Rose prepares Ruin III on Ramuh 15853 (DIRECT HIT)
00:00:20.3560000		Demi-Bahamut prepares Wyrmwave on Ramuh 12255 (CRITICAL)
00:00:20.4010000		Dan Tam prepares Meisui on Dan Tam 
00:00:20.4450000		Blue Fever Empyreal Arrow Ramuh 12571
00:00:20.5340000		Dan Tam Attack Ramuh 3628
00:00:20.6220000		Minju Rose Atonement Ramuh 18865
00:00:20.6670000		Dan Tam Suiton Ramuh 24102
00:00:20.7560000		Minju Rose Attack Ramuh 3830
00:00:20.9330000		Blue Fever prepares Burst Shot on Ramuh 11417
00:00:20.9780000		Blue Fever Pitch Perfect Ramuh 40706
00:00:21.1110000		Yoo Rose Ruin III Ramuh 15853
00:00:21.2000000		Dan Tam prepares Gust Slash on Ramuh 17049 (DIRECT HIT)
00:00:21.2000000		Dan Tam gains Bunshin from Dan Tam
00:00:21.2890000		Bunshin prepares Gust Slash on Ramuh 9240 (DIRECT HIT)
00:00:21.4230000		Demi-Bahamut Wyrmwave Ramuh 12255
00:00:21.6000000		Dan Tam Gust Slash Ramuh 17049
00:00:21.6440000		Dengue Fever prepares Glare on Ramuh 32241 (CRITICAL)
00:00:21.6880000		Bunshin Gust Slash Ramuh 9240
00:00:21.6880000		Aihyooni Yoomi prepares Broil III on Ramuh 19905
00:00:21.7330000		Minju Rose prepares Atonement on Ramuh 37579 (CRITICAL)
00:00:21.7770000		Run Escape prepares Ruin III on Ramuh 17875 (DIRECT HIT)
00:00:21.8230000		Demi-Bahamut prepares Wyrmwave on Ramuh 18485 (CRITICAL)
00:00:21.8230000		The limit break guage has been updated to 1360. 3 bars are available.
00:00:21.8670000		Yujin Ahn prepares Fell Cleave on Ramuh 37566 (CRITICAL)
00:00:21.8670000		Dan Tam prepares Bhavacakra on Ramuh 12276
00:00:22.0450000		Ramuh prepares Stratospear Summons on Ramuh 19365
00:00:22.1790000		Dan Tam prepares Attack on Ramuh 4478 (DIRECT HIT)
00:00:22.3130000		Aihyooni Yoomi prepares Ruin II on Ramuh 15143
00:00:22.3570000		Yujin Ahn prepares Attack on Ramuh 7935 (CRITICAL)
00:00:22.4010000		Blue Fever Burst Shot Ramuh 11417
00:00:22.4910000		Yujin Ahn Fell Cleave Ramuh 37566
00:00:22.4910000		Aihyooni Yoomi Broil III Ramuh 19905
00:00:22.4910000		Dan Tam Bhavacakra Ramuh 12276
00:00:22.4910000		Ramuh prepares Unknown_4Bc9 on Minju Rose +20716 (CRITICAL)
00:00:22.4910000		Minju Rose prepares Attack on Ramuh 3792 (DIRECT HIT)
00:00:22.5800000		Run Escape Ruin III Ramuh 17875
00:00:22.5800000		Blue Fever prepares Shot on Ramuh 8191 (CRITICAL)
00:00:22.5800000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:22.5800000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:22.7130000		Dan Tam Attack Ramuh 4478
00:00:22.8460000		Demi-Bahamut Wyrmwave Ramuh 18485
00:00:22.8910000		Yujin Ahn Attack Ramuh 7935
00:00:22.8910000		Yoo Rose prepares Ruin III on Ramuh 13456
00:00:22.9350000		Dengue Fever Glare Ramuh 32241
00:00:22.9350000		Demi-Bahamut prepares Wyrmwave on Ramuh 9648 (DIRECT HIT)
00:00:23.0240000		Minju Rose Atonement Ramuh 37579
00:00:23.0240000		Minju Rose Attack Ramuh 3792
00:00:23.0240000		Aihyooni Yoomi gains Surge Protection from 
00:00:23.0240000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:00:23.0240000		Aihyooni Yoomi prepares Energy Drain on Ramuh 13022 (DIRECT HIT)
00:00:23.2030000		Yujin Ahn prepares Infuriate on Yujin Ahn 
00:00:23.2030000		Yujin Ahn gains Nascent Chaos from Yujin Ahn
00:00:23.2460000		Aihyooni Yoomi Ruin II Ramuh 15143
00:00:23.2910000		Ramuh Unknown_4Bc9 Minju Rose 20716
00:00:23.3360000		Blue Fever Shot Ramuh 8191
00:00:23.3360000		Dan Tam prepares Aeolian Edge on Ramuh 22759 (DIRECT HIT)
00:00:23.4240000		Bunshin prepares Aeolian Edge on Ramuh 7062
00:00:23.4240000		Blue Fever prepares Burst Shot on Ramuh 11161
00:00:23.6030000		Yoo Rose prepares Ruin IV on Ramuh 25098 (DIRECT HIT)
00:00:23.6030000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:23.6910000		Yoo Rose Ruin III Ramuh 13456
00:00:23.8690000		Dan Tam Aeolian Edge Ramuh 22759
00:00:23.9580000		Bunshin Aeolian Edge Ramuh 7062
00:00:23.9580000		Demi-Bahamut Wyrmwave Ramuh 9648
00:00:24.0470000		Aihyooni Yoomi Energy Drain Ramuh 13022
00:00:24.0470000		Dan Tam prepares Bhavacakra on Ramuh 14622 (DIRECT HIT)
00:00:24.1360000		Minju Rose prepares Fast Blade on Ramuh 8527 (DIRECT HIT)
00:00:24.2700000		Dengue Fever prepares Glare on Ramuh 33238 (CRITICAL)
00:00:24.2700000		Yujin Ahn prepares Inner Chaos on Ramuh 60466 (CRITICAL)
00:00:24.3140000		Yoo Rose prepares Enkindle Bahamut on Ramuh 
00:00:24.3140000		Run Escape prepares Ruin III on Ramuh 30513 (CRITICAL)
00:00:24.3580000		Demi-Bahamut prepares Wyrmwave on Ramuh 17782 (CRITICAL)
